file,gloss,cat,occluded,signer,duration
num_TWENTY_0018,19,0,0,DRIVE,2.0
num_TWENTY_0019,19,0,0,DRIVE,2.1333333333333333
num_TWENTY_0020,19,0,0,DRIVE,3.0
num_TWENTY_0021,19,0,0,DRIVE,2.0
num_TWENTY_0022,19,0,0,DRIVE,2.0
num_TWENTY_0023,19,0,0,DRIVE,2.0
num_TWENTY_ONE_0002,20,0,0,DRIVE,1.0
num_TWENTY_ONE_0003,20,0,0,DRIVE,2.0
num_TWENTY_ONE_0004,20,0,0,DRIVE,3.0
num_TWENTY_ONE_0005,20,0,0,DRIVE,1.5666666666666667
num_TWENTY_ONE_0006,20,0,0,DRIVE,3.0
num_TWENTY_ONE_0007,20,0,0,DRIVE,2.0
num_TWENTY_ONE_0008,20,0,0,DRIVE,3.0
num_TWENTY_ONE_0009,20,0,0,DRIVE,3.0
num_TWENTY_ONE_0010,20,0,0,DRIVE,3.0
num_TWENTY_ONE_0011,20,0,0,DRIVE,2.0
num_TWENTY_ONE_0012,20,0,0,DRIVE,2.0
num_TWENTY_ONE_0013,20,0,0,DRIVE,3.0
num_TWENTY_TWO_0002,21,0,0,DRIVE,3.0
num_TWENTY_TWO_0003,21,0,0,DRIVE,2.1
num_TWENTY_TWO_0004,21,0,0,DRIVE,2.0
num_TWENTY_TWO_0005,21,0,0,DRIVE,2.0
num_TWENTY_TWO_0006,21,0,0,DRIVE,1.5666666666666667
num_TWENTY_TWO_0007,21,0,0,DRIVE,3.0
num_TWENTY_TWO_0008,21,0,0,DRIVE,2.0
num_TWENTY_TWO_0009,21,0,0,DRIVE,2.0
num_TWENTY_TWO_0010,21,0,0,DRIVE,1.6
num_TWENTY_TWO_0011,21,0,0,DRIVE,2.0
num_TWENTY_TWO_0012,21,0,0,DRIVE,2.0
num_TWENTY_THREE_0002,22,0,0,DRIVE,1.6
num_TWENTY_THREE_0003,22,0,0,DRIVE,3.0
num_TWENTY_THREE_0004,22,0,0,DRIVE,2.0
num_TWENTY_THREE_0005,22,0,0,DRIVE,1.0
num_TWENTY_THREE_0006,22,0,0,DRIVE,3.0
num_TWENTY_THREE_0007,22,0,0,DRIVE,2.0
num_TWENTY_THREE_0008,22,0,0,DRIVE,3.0
num_TWENTY_THREE_0009,22,0,0,DRIVE,1.0333333333333334
num_TWENTY_THREE_0010,22,0,0,DRIVE,2.0
num_TWENTY_THREE_0011,22,0,0,DRIVE,2.0
num_TWENTY_FOUR_0002,23,0,0,DRIVE,2.066666666666667
num_TWENTY_FOUR_0003,23,0,0,DRIVE,1.6
num_TWENTY_FOUR_0004,23,0,0,DRIVE,2.0
num_TWENTY_FOUR_0005,23,0,0,DRIVE,1.6
num_TWENTY_FOUR_0006,23,0,0,DRIVE,2.0
num_TWENTY_FOUR_0007,23,0,0,DRIVE,2.0
num_TWENTY_FOUR_0008,23,0,0,DRIVE,2.966666666666667
num_TWENTY_FOUR_0009,23,0,0,DRIVE,3.0
num_TWENTY_FOUR_0010,23,0,0,DRIVE,3.0
num_TWENTY_FOUR_0011,23,0,0,DRIVE,2.0
num_TWENTY_FIVE_0002,24,0,0,DRIVE,2.0
num_TWENTY_FIVE_0003,24,0,0,DRIVE,2.066666666666667
num_TWENTY_FIVE_0004,24,0,0,DRIVE,3.0
num_TWENTY_FIVE_0005,24,0,0,DRIVE,1.0
num_TWENTY_FIVE_0006,24,0,0,DRIVE,2.0
num_TWENTY_FIVE_0007,24,0,0,DRIVE,2.0
num_TWENTY_FIVE_0008,24,0,0,DRIVE,2.0
num_TWENTY_FIVE_0009,24,0,0,DRIVE,1.6
num_TWENTY_FIVE_0010,24,0,0,DRIVE,3.0
num_TWENTY_FIVE_0011,24,0,0,DRIVE,2.0
num_TWENTY_FIVE_0012,24,0,0,DRIVE,3.0
num_TWENTY_SIX_0002,25,0,0,DRIVE,1.6
num_TWENTY_SIX_0003,25,0,0,DRIVE,3.0
num_TWENTY_SIX_0004,25,0,0,DRIVE,2.0
num_TWENTY_SIX_0005,25,0,0,DRIVE,3.0
num_TWENTY_SIX_0006,25,0,0,DRIVE,1.0
num_TWENTY_SIX_0007,25,0,0,DRIVE,2.0
num_TWENTY_SIX_0008,25,0,0,DRIVE,2.0
num_TWENTY_SIX_0009,25,0,0,DRIVE,2.0
num_TWENTY_SIX_0010,25,0,0,DRIVE,2.0
num_TWENTY_SIX_0011,25,0,0,DRIVE,2.1666666666666665
num_TWENTY_SEVEN_0002,26,0,0,DRIVE,2.0
num_TWENTY_SEVEN_0003,26,0,0,DRIVE,2.2
num_TWENTY_SEVEN_0004,26,0,0,DRIVE,1.5666666666666667
num_TWENTY_SEVEN_0005,26,0,0,DRIVE,2.0
num_TWENTY_SEVEN_0006,26,0,0,DRIVE,2.0
num_TWENTY_SEVEN_0007,26,0,0,DRIVE,3.0
num_TWENTY_SEVEN_0008,26,0,0,DRIVE,1.0
num_TWENTY_SEVEN_0009,26,0,0,DRIVE,2.966666666666667
num_TWENTY_SEVEN_0010,26,0,0,DRIVE,2.0
num_TWENTY_SEVEN_0011,26,0,0,DRIVE,2.0
num_TWENTY_EIGHT_0002,27,0,0,DRIVE,2.2
num_TWENTY_EIGHT_0003,27,0,0,DRIVE,2.0
num_TWENTY_EIGHT_0004,27,0,0,DRIVE,3.0
num_TWENTY_EIGHT_0005,27,0,0,DRIVE,2.0
num_TWENTY_EIGHT_0006,27,0,0,DRIVE,1.0
num_TWENTY_EIGHT_0007,27,0,0,DRIVE,2.0
num_TWENTY_EIGHT_0008,27,0,0,DRIVE,1.5666666666666667
num_TWENTY_EIGHT_0009,27,0,0,DRIVE,1.9666666666666666
num_TWENTY_EIGHT_0010,27,0,0,DRIVE,3.0
num_TWENTY_EIGHT_0011,27,0,0,DRIVE,3.0
num_TWENTY_NINE_0002,28,0,0,DRIVE,2.2
num_TWENTY_NINE_0003,28,0,0,DRIVE,2.3666666666666667
num_TWENTY_NINE_0004,28,0,0,DRIVE,2.0
num_TWENTY_NINE_0005,28,0,0,DRIVE,3.0
num_TWENTY_NINE_0006,28,0,0,DRIVE,2.0
num_TWENTY_NINE_0007,28,0,0,DRIVE,1.0
num_TWENTY_NINE_0008,28,0,0,DRIVE,2.0
num_TWENTY_NINE_0009,28,0,0,DRIVE,2.0
num_TWENTY_NINE_0010,28,0,0,DRIVE,3.0
num_TWENTY_NINE_0011,28,0,0,DRIVE,3.0
num_THIRTY_0004,29,0,0,DRIVE,2.2333333333333334
num_THIRTY_0005,29,0,0,DRIVE,1.0
num_THIRTY_0006,29,0,0,DRIVE,2.1666666666666665
num_THIRTY_0007,29,0,0,DRIVE,1.0333333333333334
num_THIRTY_0008,29,0,0,DRIVE,2.0
num_THIRTY_0009,29,0,0,DRIVE,3.0
num_THIRTY_0010,29,0,0,DRIVE,1.0
num_THIRTY_0011,29,0,0,DRIVE,3.0
num_THIRTY_0012,29,0,0,DRIVE,1.7333333333333334
num_THIRTY_0013,29,0,0,DRIVE,3.0
num_THIRTY_0014,29,0,0,DRIVE,2.0
num_THIRTY_0015,29,0,0,DRIVE,2.0
num_THIRTY_0016,29,0,0,DRIVE,2.0
num_THIRTY_0017,29,0,0,DRIVE,1.5666666666666667
num_THIRTY_0018,29,0,0,DRIVE,1.9666666666666666
num_THIRTY_0019,29,0,0,DRIVE,2.0
num_THIRTY_0020,29,0,0,DRIVE,3.0
num_THIRTY_ONE_0001,30,0,0,DRIVE,2.0
num_THIRTY_ONE_0002,30,0,0,DRIVE,2.3666666666666667
num_THIRTY_ONE_0003,30,0,0,DRIVE,2.0
num_THIRTY_ONE_0004,30,0,0,DRIVE,1.0
num_THIRTY_ONE_0005,30,0,0,DRIVE,2.0
num_THIRTY_ONE_0006,30,0,0,DRIVE,3.0
num_THIRTY_TWO_0001,31,0,0,DRIVE,3.0
num_THIRTY_TWO_0002,31,0,0,DRIVE,3.0
num_THIRTY_TWO_0003,31,0,0,DRIVE,1.5666666666666667
num_THIRTY_TWO_0004,31,0,0,DRIVE,2.0
num_THIRTY_TWO_0005,31,0,0,DRIVE,3.0
num_THIRTY_TWO_0006,31,0,0,DRIVE,1.5666666666666667
num_THIRTY_TWO_0007,31,0,0,DRIVE,2.0
num_THIRTY_THREE_0001,32,0,0,DRIVE,2.0
num_THIRTY_THREE_0002,32,0,0,DRIVE,2.0
num_THIRTY_THREE_0003,32,0,0,DRIVE,2.0
num_THIRTY_THREE_0004,32,0,0,DRIVE,1.5666666666666667
num_THIRTY_THREE_0005,32,0,0,DRIVE,3.0
num_THIRTY_THREE_0006,32,0,0,DRIVE,1.5666666666666667
num_THIRTY_FOUR_0001,33,0,0,DRIVE,2.0
num_THIRTY_FOUR_0002,33,0,0,DRIVE,2.0
num_THIRTY_FOUR_0003,33,0,0,DRIVE,2.966666666666667
num_THIRTY_FOUR_0004,33,0,0,DRIVE,3.0
num_THIRTY_FOUR_0005,33,0,0,DRIVE,1.5666666666666667
num_THIRTY_FOUR_0006,33,0,0,DRIVE,2.3666666666666667
num_THIRTY_FIVE_0001,34,0,0,DRIVE,1.6
num_THIRTY_FIVE_0002,34,0,0,DRIVE,2.0
num_THIRTY_FIVE_0003,34,0,0,DRIVE,2.4
num_THIRTY_FIVE_0004,34,0,0,DRIVE,2.0
num_THIRTY_FIVE_0005,34,0,0,DRIVE,1.9666666666666666
num_THIRTY_FIVE_0006,34,0,0,DRIVE,3.0
num_THIRTY_SIX_0001,35,0,0,DRIVE,2.0
num_THIRTY_SIX_0002,35,0,0,DRIVE,2.966666666666667
num_THIRTY_SIX_0003,35,0,0,DRIVE,2.0
num_THIRTY_SIX_0004,35,0,0,DRIVE,1.6
num_THIRTY_SIX_0005,35,0,0,DRIVE,3.0
num_THIRTY_SIX_0006,35,0,0,DRIVE,1.0
num_THIRTY_SEVEN_0001,36,0,0,DRIVE,1.6
num_THIRTY_SEVEN_0002,36,0,0,DRIVE,2.0
num_THIRTY_SEVEN_0003,36,0,0,DRIVE,3.0
num_THIRTY_SEVEN_0004,36,0,0,DRIVE,2.0
num_THIRTY_SEVEN_0005,36,0,0,DRIVE,1.9666666666666666
num_THIRTY_SEVEN_0006,36,0,0,DRIVE,2.0
num_THIRTY_EIGHT_0001,37,0,0,DRIVE,1.6
num_THIRTY_EIGHT_0002,37,0,0,DRIVE,2.0
num_THIRTY_EIGHT_0003,37,0,0,DRIVE,2.0
num_THIRTY_EIGHT_0004,37,0,0,DRIVE,2.0
num_THIRTY_EIGHT_0005,37,0,0,DRIVE,2.0
num_THIRTY_EIGHT_0006,37,0,0,DRIVE,2.966666666666667
num_THIRTY_NINE_0001,38,0,0,DRIVE,2.0
num_THIRTY_NINE_0002,38,0,0,DRIVE,2.0
num_THIRTY_NINE_0003,38,0,0,DRIVE,2.0
num_THIRTY_NINE_0004,38,0,0,DRIVE,1.0
num_THIRTY_NINE_0005,38,0,0,DRIVE,2.0
num_THIRTY_NINE_0006,38,0,0,DRIVE,2.4
num_FORTY_0003,39,0,0,DRIVE,1.0
num_FORTY_0004,39,0,0,DRIVE,3.0
num_FORTY_0005,39,0,0,DRIVE,1.0666666666666667
num_FORTY_0006,39,0,0,DRIVE,2.0
num_FORTY_0007,39,0,0,DRIVE,2.0
num_FORTY_0008,39,0,0,DRIVE,1.6
num_FORTY_0009,39,0,0,DRIVE,2.0
num_FORTY_0010,39,0,0,DRIVE,1.0
num_FORTY_0011,39,0,0,DRIVE,1.9666666666666666
num_FORTY_0012,39,0,0,DRIVE,3.0
num_FORTY_0013,39,0,0,DRIVE,2.0
num_FORTY_0014,39,0,0,DRIVE,3.0
num_FORTY_0015,39,0,0,DRIVE,3.0
num_FORTY_0016,39,0,0,DRIVE,1.0333333333333334
num_FORTY_0017,39,0,0,DRIVE,2.0
num_FORTY_ONE_0001,40,0,0,DRIVE,2.0
num_FORTY_ONE_0002,40,0,0,DRIVE,2.0
num_FORTY_ONE_0003,40,0,0,DRIVE,3.0
num_FORTY_ONE_0004,40,0,0,DRIVE,3.0
num_FORTY_ONE_0005,40,0,0,DRIVE,1.6
num_FORTY_ONE_0006,40,0,0,DRIVE,3.0
num_FORTY_TWO_0001,41,0,0,DRIVE,2.4
num_FORTY_TWO_0002,41,0,0,DRIVE,2.0
num_FORTY_TWO_0003,41,0,0,DRIVE,2.0
num_FORTY_TWO_0004,41,0,0,DRIVE,2.0
num_FORTY_TWO_0005,41,0,0,DRIVE,1.6
num_FORTY_TWO_0006,41,0,0,DRIVE,2.0
num_FORTY_THREE_0001,42,0,0,DRIVE,1.6
num_FORTY_THREE_0002,42,0,0,DRIVE,2.0
num_FORTY_THREE_0003,42,0,0,DRIVE,2.0
num_FORTY_THREE_0004,42,0,0,DRIVE,2.0
num_FORTY_THREE_0005,42,0,0,DRIVE,2.0
num_FORTY_THREE_0006,42,0,0,DRIVE,2.0
num_FORTY_FOUR_0001,43,0,0,DRIVE,1.5666666666666667
num_FORTY_FOUR_0002,43,0,0,DRIVE,3.0
num_FORTY_FOUR_0003,43,0,0,DRIVE,2.0
num_FORTY_FOUR_0004,43,0,0,DRIVE,2.0
num_FORTY_FOUR_0005,43,0,0,DRIVE,1.5666666666666667
num_FORTY_FOUR_0006,43,0,0,DRIVE,2.0
num_FORTY_FIVE_0001,44,0,0,DRIVE,1.5666666666666667
num_FORTY_FIVE_0002,44,0,0,DRIVE,3.0
num_FORTY_FIVE_0003,44,0,0,DRIVE,3.0
num_FORTY_FIVE_0004,44,0,0,DRIVE,3.0
num_FORTY_FIVE_0005,44,0,0,DRIVE,3.0
num_FORTY_FIVE_0006,44,0,0,DRIVE,2.3666666666666667
num_FORTY_SIX_0001,45,0,0,DRIVE,2.0
num_FORTY_SIX_0002,45,0,0,DRIVE,3.0
num_FORTY_SIX_0003,45,0,0,DRIVE,2.3666666666666667
num_FORTY_SIX_0004,45,0,0,DRIVE,2.0
num_FORTY_SIX_0005,45,0,0,DRIVE,2.0
num_FORTY_SIX_0006,45,0,0,DRIVE,1.5666666666666667
num_FORTY_SEVEN_0001,46,0,0,DRIVE,1.0
num_FORTY_SEVEN_0002,46,0,0,DRIVE,2.0
num_FORTY_SEVEN_0003,46,0,0,DRIVE,1.5666666666666667
num_FORTY_SEVEN_0004,46,0,0,DRIVE,3.0
num_FORTY_SEVEN_0005,46,0,0,DRIVE,3.0
num_FORTY_SEVEN_0006,46,0,0,DRIVE,2.0
num_FORTY_SEVEN_0007,46,0,0,DRIVE,1.9666666666666666
num_FORTY_EIGHT_0001,47,0,0,DRIVE,2.0
num_FORTY_EIGHT_0002,47,0,0,DRIVE,1.9666666666666666
num_FORTY_EIGHT_0003,47,0,0,DRIVE,3.0
num_FORTY_EIGHT_0004,47,0,0,DRIVE,2.0
num_FORTY_EIGHT_0005,47,0,0,DRIVE,2.0
num_FORTY_EIGHT_0006,47,0,0,DRIVE,2.3666666666666667
num_FORTY_NINE_0001,48,0,0,DRIVE,3.0
num_FORTY_NINE_0002,48,0,0,DRIVE,2.0
num_FORTY_NINE_0003,48,0,0,DRIVE,1.0
num_FORTY_NINE_0004,48,0,0,DRIVE,1.5666666666666667
num_FORTY_NINE_0005,48,0,0,DRIVE,1.9666666666666666
num_FORTY_NINE_0006,48,0,0,DRIVE,2.0
num_FIFTY_0003,49,0,0,DRIVE,1.5666666666666667
num_FIFTY_0004,49,0,0,DRIVE,3.0
num_FIFTY_0005,49,0,0,DRIVE,1.9666666666666666
num_FIFTY_0006,49,0,0,DRIVE,1.7666666666666666
num_FIFTY_0007,49,0,0,DRIVE,2.0
num_FIFTY_0008,49,0,0,DRIVE,2.0
num_FIFTY_0009,49,0,0,DRIVE,1.9666666666666666
num_FIFTY_0010,49,0,0,DRIVE,3.0
num_FIFTY_0011,49,0,0,DRIVE,3.0
num_FIFTY_0012,49,0,0,DRIVE,3.0
num_FIFTY_0013,49,0,0,DRIVE,2.3666666666666667
num_FIFTY_0014,49,0,0,DRIVE,2.0
num_FIFTY_0015,49,0,0,DRIVE,1.0666666666666667
num_FIFTY_0016,49,0,0,DRIVE,2.0
num_FIFTY_ONE_0001,50,0,0,DRIVE,2.0
num_FIFTY_ONE_0002,50,0,0,DRIVE,3.0
num_FIFTY_ONE_0003,50,0,0,DRIVE,2.0
num_FIFTY_ONE_0004,50,0,0,DRIVE,1.5666666666666667
num_FIFTY_ONE_0005,50,0,0,DRIVE,1.5666666666666667
num_FIFTY_TWO_0001,51,0,0,DRIVE,3.0
num_FIFTY_TWO_0002,51,0,0,DRIVE,1.6
num_FIFTY_TWO_0003,51,0,0,DRIVE,3.0
num_FIFTY_TWO_0004,51,0,0,DRIVE,2.0
num_FIFTY_TWO_0005,51,0,0,DRIVE,1.5666666666666667
num_FIFTY_THREE_0001,52,0,0,DRIVE,2.0
num_FIFTY_THREE_0002,52,0,0,DRIVE,3.0
num_FIFTY_THREE_0003,52,0,0,DRIVE,1.6
num_FIFTY_THREE_0004,52,0,0,DRIVE,2.0
num_FIFTY_THREE_0005,52,0,0,DRIVE,2.4
num_FIFTY_FOUR_0001,53,0,0,DRIVE,2.0
num_FIFTY_FOUR_0002,53,0,0,DRIVE,1.6
num_FIFTY_FOUR_0003,53,0,0,DRIVE,3.0
num_FIFTY_FOUR_0004,53,0,0,DRIVE,2.0
num_FIFTY_FOUR_0005,53,0,0,DRIVE,1.6
num_FIFTY_FIVE_0001,54,0,0,DRIVE,2.4
num_FIFTY_FIVE_0002,54,0,0,DRIVE,2.0
num_FIFTY_FIVE_0003,54,0,0,DRIVE,3.0
num_FIFTY_FIVE_0004,54,0,0,DRIVE,2.0
num_FIFTY_FIVE_0005,54,0,0,DRIVE,1.6
num_FIFTY_FIVE_0006,54,0,0,DRIVE,3.0
num_FIFTY_SIX_0001,55,0,0,DRIVE,1.5666666666666667
num_FIFTY_SIX_0002,55,0,0,DRIVE,1.6
num_FIFTY_SIX_0003,55,0,0,DRIVE,2.0
num_FIFTY_SIX_0004,55,0,0,DRIVE,3.0
num_FIFTY_SIX_0005,55,0,0,DRIVE,2.0
num_FIFTY_SEVEN_0001,56,0,0,DRIVE,2.0
num_FIFTY_SEVEN_0002,56,0,0,DRIVE,1.9666666666666666
num_FIFTY_SEVEN_0003,56,0,0,DRIVE,2.0
num_FIFTY_SEVEN_0004,56,0,0,DRIVE,1.5666666666666667
num_FIFTY_SEVEN_0005,56,0,0,DRIVE,3.0
num_FIFTY_EIGHT_0001,57,0,0,DRIVE,2.966666666666667
num_FIFTY_EIGHT_0002,57,0,0,DRIVE,2.0
num_FIFTY_EIGHT_0003,57,0,0,DRIVE,1.6
num_FIFTY_EIGHT_0004,57,0,0,DRIVE,3.0
num_FIFTY_EIGHT_0005,57,0,0,DRIVE,1.5666666666666667
num_FIFTY_NINE_0001,58,0,0,DRIVE,1.9666666666666666
num_FIFTY_NINE_0002,58,0,0,DRIVE,3.0
num_FIFTY_NINE_0003,58,0,0,DRIVE,1.6
num_FIFTY_NINE_0004,58,0,0,DRIVE,2.4
num_FIFTY_NINE_0005,58,0,0,DRIVE,2.0
num_SIXTY_0003,59,0,0,DRIVE,1.9666666666666666
num_SIXTY_0004,59,0,0,DRIVE,3.0
num_SIXTY_0005,59,0,0,DRIVE,1.6
num_SIXTY_0006,59,0,0,DRIVE,2.0
num_SIXTY_0007,59,0,0,DRIVE,3.0
num_SIXTY_0008,59,0,0,DRIVE,1.0
num_SIXTY_0009,59,0,0,DRIVE,1.7333333333333334
num_SIXTY_0010,59,0,0,DRIVE,3.0
num_SIXTY_0011,59,0,0,DRIVE,3.0
num_SIXTY_0012,59,0,0,DRIVE,3.0
num_SIXTY_0013,59,0,0,DRIVE,2.1666666666666665
num_SIXTY_0014,59,0,0,DRIVE,2.0
num_SIXTY_ONE_0001,60,0,0,DRIVE,2.3666666666666667
num_SIXTY_ONE_0002,60,0,0,DRIVE,2.0
num_SIXTY_ONE_0003,60,0,0,DRIVE,3.0
num_SIXTY_ONE_0004,60,0,0,DRIVE,1.6
num_SIXTY_ONE_0005,60,0,0,DRIVE,2.0
num_SIXTY_TWO_0001,61,0,0,DRIVE,2.3666666666666667
num_SIXTY_TWO_0002,61,0,0,DRIVE,2.0
