"# Training Configuration: epochs=400, batch_size=16"
"# Learning Rate: 0.0001, Weight Decay: 0.00015, Alpha: 0.85, Beta: 0.15"
# Timestamp: 2026-09-20 14:17:11

epoch,train_loss,val_loss,val_gloss_acc,val_cat_acc,lr,epoch_time,gpu_memory_allocated,gpu_memory_reserved
30,2.4070935249328613,1.7880422196217947,0.4645669291338583,0.9910011248593926,9.90247196568295e-05,24.4926335811615,0.0,0.0
31,1.7333261966705322,1.79503657056817,0.4454443194600675,0.9910011248593926,9.89454205271542e-05,21.886048555374146,0.0,0.0
32,1.5450748205184937,1.817380908078381,0.4431946006749156,0.9887514060742407,9.886305692309847e-05,21.794750213623047,0.0,0.0
33,2.4103760719299316,1.7965858054480381,0.45106861642294716,0.9898762654668166,9.877763405467288e-05,21.689147472381592,0.0,0.0
34,1.231040358543396,1.7770835730646337,0.44769403824521936,0.9921259842519685,9.868915732540554e-05,21.745280265808105,0.0,0.0
35,1.8598977327346802,1.800656822776156,0.4465691788526434,0.9898762654668166,9.85976323320003e-05,21.90745759010315,0.0,0.0
36,1.2054252624511719,1.753687471018306,0.46906636670416196,0.9898762654668166,9.850306486398262e-05,22.016428232192993,0.0,0.0
37,1.4704762697219849,1.7226972444249051,0.46006749156355453,0.9898762654668166,9.840546090333349e-05,22.254114627838135,0.0,0.0
38,2.282564640045166,1.8072588417146886,0.45219347581552305,0.9910011248593926,9.83048266241109e-05,21.683810234069824,0.0,0.0
39,1.8905820846557617,1.7318578973146421,0.4668166479190101,0.9876265466816648,9.820116839205939e-05,21.574018478393555,0.0,0.0
40,1.9953685998916626,1.7028111148891705,0.47919010123734535,0.9921259842519685,9.80944927642073e-05,26.569007396697998,0.0,0.0
41,1.98931884765625,1.7278946594202094,0.47581552305961755,0.9921259842519685,9.798480648845209e-05,27.5161190032959,0.0,0.0
42,1.5881863832473755,1.6898833676241338,0.47581552305961755,0.9932508436445444,9.787211650313338e-05,24.62659740447998,0.0,0.0
43,1.9287337064743042,1.689899771740394,0.48031496062992124,0.9876265466816648,9.775642993659416e-05,24.46318244934082,0.0,0.0
44,2.4537055492401123,1.7504971507670624,0.4611923509561305,0.9943757030371203,9.763775410672982e-05,22.398777723312378,0.0,0.0
45,1.5676957368850708,1.6948390009679966,0.48931383577052867,0.9910011248593926,9.751609652052523e-05,21.732526540756226,0.0,0.0
46,1.6394070386886597,1.661900456861726,0.4949381327334083,0.9921259842519685,9.739146487357994e-05,21.43821930885315,0.0,0.0
47,1.8262403011322021,1.6880570933488863,0.49718785151856015,0.9898762654668166,9.726386704962137e-05,21.97215962409973,0.0,0.0
48,1.1981701850891113,1.6886838844179042,0.4949381327334083,0.9910011248593926,9.713331112000605e-05,21.488790035247803,0.0,0.0
49,1.093080997467041,1.6646434043401055,0.4881889763779528,0.9910011248593926,9.699980534320915e-05,21.331984281539917,0.0,0.0
50,1.5480321645736694,1.6527027409257633,0.5061867266591676,0.9910011248593926,9.6863358164302e-05,21.710105895996094,0.0,0.0
51,1.7138993740081787,1.6972272719389625,0.47581552305961755,0.9932508436445444,9.672397821441794e-05,21.846101999282837,0.0,0.0
52,1.8361371755599976,1.6378869922565562,0.5050618672665916,0.9943757030371203,9.658167431020633e-05,21.298412561416626,0.0,0.0
53,0.7916067838668823,1.6647923942655325,0.5061867266591676,0.9898762654668166,9.643645545327482e-05,21.817919492721558,0.0,0.0
54,0.865653395652771,1.6774840539853488,0.49606299212598426,0.9898762654668166,9.628833082961999e-05,21.83857750892639,0.0,0.0
55,0.4988275170326233,1.6858835990673728,0.4915635545556805,0.9910011248593926,9.61373098090462e-05,21.425633192062378,0.0,0.0
56,1.4671437740325928,1.7397666671313345,0.4769403824521935,0.9932508436445444,9.598340194457305e-05,21.32005214691162,0.0,0.0
57,0.9875381588935852,1.6525942934011775,0.4904386951631046,0.9910011248593926,9.582661697183086e-05,22.85475754737854,0.0,0.0
58,2.7224068641662598,1.6766638896827186,0.4949381327334083,0.9921259842519685,9.566696480844501e-05,21.90483283996582,0.0,0.0
59,1.6981117725372314,1.7146855105779,0.4814398200224972,0.9898762654668166,9.550445555340857e-05,21.690870761871338,0.0,0.0
60,1.6231768131256104,1.6588239521453423,0.5016872890888638,0.9898762654668166,9.533909948644338e-05,21.912469625473022,0.0,0.0
61,1.3776549100875854,1.6386042729552304,0.5028121484814398,0.9921259842519685,9.517090706734989e-05,21.647705793380737,0.0,0.0
62,0.9052205085754395,1.6269290221056767,0.5050618672665916,0.9910011248593926,9.499988893534545e-05,21.67863130569458,0.0,0.0
63,0.8842521905899048,1.5897757478856616,0.5230596175478065,0.9887514060742407,9.482605590839138e-05,22.389405012130737,0.0,0.0
64,0.6025959849357605,1.6686384317997311,0.5073115860517435,0.9910011248593926,9.464941898250857e-05,21.90842056274414,0.0,0.0
65,1.0748846530914307,1.5991362633981876,0.5174353205849269,0.9898762654668166,9.446998933108202e-05,21.525737047195435,0.0,0.0
66,0.7689356207847595,1.6527263442320483,0.4983127109111361,0.9932508436445444,9.428777830415395e-05,21.582536935806274,0.0,0.0
67,1.1959924697875977,1.6668107237201184,0.5061867266591676,0.9932508436445444,9.410279742770597e-05,21.488622188568115,0.0,0.0
68,0.8279924988746643,1.5976020468931114,0.532058492688414,0.9898762654668166,9.391505840292983e-05,21.301795721054077,0.0,0.0
69,1.1476157903671265,1.6451811828717058,0.4949381327334083,0.9932508436445444,9.372457310548738e-05,21.558655500411987,0.0,0.0
70,2.2399790287017822,1.6021261781986271,0.5174353205849269,0.9943757030371203,9.353135358475931e-05,21.73109531402588,0.0,0.0
71,1.9379645586013794,1.6184308144729584,0.5106861642294713,0.9921259842519685,9.33354120630829e-05,23.007311820983887,0.0,0.0
72,1.0972814559936523,1.5621675043034233,0.5354330708661418,0.9921259842519685,9.3136760934979e-05,21.84322214126587,0.0,0.0
73,1.1024268865585327,1.6511432297161914,0.5208098987626547,0.9910011248593926,9.293541276636788e-05,21.4425208568573,0.0,0.0
74,1.8315544128417969,1.590894388301032,0.5061867266591676,0.9943757030371203,9.273138029377443e-05,21.648070335388184,0.0,0.0
75,1.4892616271972656,1.614840238089008,0.5185601799775028,0.9910011248593926,9.25246764235225e-05,22.34063696861267,0.0,0.0
76,2.2442398071289062,1.5703197999059089,0.5331833520809899,0.9921259842519685,9.231531423091838e-05,21.685248374938965,0.0,0.0
77,2.1799657344818115,1.7635156316682696,0.4769403824521935,0.9921259842519685,9.210330695942393e-05,21.971322536468506,0.0,0.0
78,1.4660217761993408,1.5838662298130137,0.5343082114735658,0.9921259842519685,9.188866801981859e-05,22.242498874664307,0.0,0.0
79,0.5775043964385986,1.6743667434368814,0.5039370078740157,0.9921259842519685,9.167141098935125e-05,21.63337731361389,0.0,0.0
80,0.8605854511260986,1.600164459685662,0.5410573678290214,0.9932508436445444,9.145154961088133e-05,21.97496199607849,0.0,0.0
81,1.0363242626190186,1.589955106710217,0.5331833520809899,0.9876265466816648,9.122909779200947e-05,21.92877984046936,0.0,0.0
82,1.2658441066741943,1.675669345139925,0.5219347581552306,0.9910011248593926,9.10040696041978e-05,21.908272743225098,0.0,0.0
83,1.2514935731887817,1.6586884696568762,0.5095613048368954,0.9910011248593926,9.07764792818798e-05,21.97187852859497,0.0,0.0
84,1.5320401191711426,1.6197665148481195,0.5140607424071991,0.9943757030371203,9.05463412215599e-05,23.251766681671143,0.0,0.0
85,0.7753200531005859,1.5555793431121856,0.5601799775028121,0.9932508436445444,9.031366998090287e-05,21.71370005607605,0.0,0.0
86,0.9574772715568542,1.5922235967591405,0.5219347581552306,0.9910011248593926,9.007848027781283e-05,21.658042192459106,0.0,0.0
87,1.378661036491394,1.5950174951327167,0.5399325084364455,0.9921259842519685,8.984078698950238e-05,21.994075298309326,0.0,0.0
88,1.416467547416687,1.603541557344475,0.5241844769403825,0.9943757030371203,8.960060515155142e-05,22.034375190734863,0.0,0.0
89,0.8987396359443665,1.68370544453085,0.4938132733408324,0.9910011248593926,8.935794995695617e-05,21.94089913368225,0.0,0.0
90,1.0809091329574585,1.6580018235503562,0.5208098987626547,0.9910011248593926,8.9112836755168e-05,22.449995040893555,0.0,0.0
91,0.7515718936920166,1.6848294116290552,0.5174353205849269,0.9910011248593926,8.886528105112253e-05,21.951155185699463,0.0,0.0
92,0.9301866888999939,1.5543763960179473,0.5343082114735658,0.9932508436445444,8.861529850425889e-05,22.30001425743103,0.0,0.0
93,0.9848824143409729,1.5543942605810506,0.5579302587176603,0.9943757030371203,8.836290492752909e-05,22.043307304382324,0.0,0.0
94,1.3105127811431885,1.5800220909794527,0.532058492688414,0.9943757030371203,8.810811628639778e-05,22.108136653900146,0.0,0.0
95,1.4086434841156006,1.5748658158616828,0.5511811023622047,0.9921259842519685,8.785094869783239e-05,22.515042066574097,0.0,0.0
96,0.834951639175415,1.6467733762360044,0.5241844769403825,0.9898762654668166,8.759141842928353e-05,22.24116539955139,0.0,0.0
97,0.7630031108856201,1.6171867253724486,0.5286839145106862,0.9932508436445444,8.732954189765604e-05,22.144123554229736,0.0,0.0
98,1.170560598373413,1.605050721205771,0.5298087739032621,0.9921259842519685,8.706533566827052e-05,23.338737964630127,0.0,0.0
99,0.5861095190048218,1.577681316129331,0.5444319460067492,0.9932508436445444,8.679881645381544e-05,21.720589637756348,0.0,0.0
100,0.6191615462303162,1.594671641077314,0.5466816647919011,0.9943757030371203,8.653000111328996e-05,21.590898036956787,0.0,0.0
101,1.0710781812667847,1.6708229701533648,0.5298087739032621,0.9932508436445444,8.625890665093751e-05,21.425507068634033,0.0,0.0
102,0.22162596881389618,1.53705093422572,0.5410573678290214,0.9955005624296963,8.598555021517022e-05,22.22648549079895,0.0,0.0
103,1.4449164867401123,1.615540411672555,0.5354330708661418,0.9921259842519685,8.570994909748401e-05,21.733386754989624,0.0,0.0
104,1.2769867181777954,1.6125597299209662,0.5343082114735658,0.9943757030371203,8.543212073136497e-05,21.840957403182983,0.0,0.0
105,1.5295263528823853,1.6520135747601412,0.530933633295838,0.9943757030371203,8.515208269118654e-05,21.728923559188843,0.0,0.0
106,0.9006402492523193,1.5863481787632085,0.5354330708661418,0.9910011248593926,8.486985269109773e-05,21.308966636657715,0.0,0.0
107,1.1715031862258911,1.651013444211068,0.5376827896512936,0.9932508436445444,8.458544858390271e-05,21.857033491134644,0.0,0.0
108,0.7945660948753357,1.6041928614223642,0.5444319460067492,0.9921259842519685,8.429888835993143e-05,21.94934868812561,0.0,0.0
109,0.9573202729225159,1.60351474802675,0.5343082114735658,0.9910011248593926,8.401019014590165e-05,22.30569076538086,0.0,0.0
110,0.6897658705711365,1.6402266889677517,0.5399325084364455,0.9932508436445444,8.371937220377232e-05,21.827473878860474,0.0,0.0
111,0.837135374546051,1.6541234008036554,0.5433070866141733,0.9943757030371203,8.342645292958835e-05,25.34203338623047,0.0,0.0
112,1.1890071630477905,1.643831356478456,0.547806524184477,0.9910011248593926,8.313145085231704e-05,22.113867044448853,0.0,0.0
113,0.913729190826416,1.6117795470303722,0.5489313835770528,0.9921259842519685,8.28343846326759e-05,21.59824228286743,0.0,0.0
114,1.1982756853103638,1.6582119883969426,0.532058492688414,0.9932508436445444,8.253527306195233e-05,21.829066038131714,0.0,0.0
115,1.0809980630874634,1.5948614456823893,0.5523059617547806,0.9943757030371203,8.223413506081487e-05,21.488836526870728,0.0,0.0
116,0.5875787734985352,1.6365167912361878,0.545556805399325,0.9966254218222722,8.193098967811646e-05,21.732837438583374,0.0,0.0
117,1.0997830629348755,1.6301711698594903,0.5354330708661418,0.9943757030371203,8.162585608968935e-05,21.866239070892334,0.0,0.0
118,0.37594082951545715,1.605389571598997,0.5613048368953881,0.9898762654668166,8.131875359713222e-05,21.490573406219482,0.0,0.0
119,0.309622585773468,1.6023577926846753,0.5489313835770528,0.9943757030371203,8.100970162658917e-05,21.675913095474243,0.0,0.0
120,1.2915165424346924,1.5889732855970837,0.5444319460067492,0.9955005624296963,8.069871972752093e-05,21.886452198028564,0.0,0.0
121,0.517126202583313,1.559143670269155,0.5658042744656918,0.9921259842519685,8.038582757146825e-05,21.484968662261963,0.0,0.0
122,0.659343957901001,1.613705946664725,0.547806524184477,0.9921259842519685,8.007104495080744e-05,22.18121600151062,0.0,0.0
123,0.5226496458053589,1.670075967109629,0.532058492688414,0.9887514060742407,7.975439177749853e-05,21.55899453163147,0.0,0.0
124,1.1949573755264282,1.7459686961291092,0.5253093363329584,0.9876265466816648,7.943588808182565e-05,21.633471727371216,0.0,0.0
125,1.1602026224136353,1.6401399398788012,0.5523059617547806,0.9921259842519685,7.911555401112996e-05,24.215938329696655,0.0,0.0
126,0.7225239872932434,1.629471877922437,0.5579302587176603,0.9910011248593926,7.879340982853523e-05,22.36352038383484,0.0,0.0
127,1.5867313146591187,1.607316097344405,0.545556805399325,0.9910011248593926,7.846947591166612e-05,21.748690605163574,0.0,0.0
128,0.19707007706165314,1.6059943863323756,0.5635545556805399,0.9921259842519685,7.814377275135908e-05,21.748218297958374,0.0,0.0
129,0.7097432017326355,1.6314925816675117,0.5545556805399325,0.9921259842519685,7.78163209503662e-05,21.84840703010559,0.0,0.0
130,0.7984888553619385,1.5922232307493687,0.5545556805399325,0.9910011248593926,7.748714122205201e-05,21.42267346382141,0.0,0.0
131,0.11638393998146057,1.6116815278572696,0.547806524184477,0.9910011248593926,7.715625438908321e-05,21.485424280166626,0.0,0.0
132,0.6596759557723999,1.6212919861676969,0.5534308211473565,0.9921259842519685,7.682368138211148e-05,21.7721004486084,0.0,0.0
133,1.1562453508377075,1.6932911654668195,0.5399325084364455,0.9921259842519685,7.64894432384495e-05,21.347703456878662,0.0,0.0
134,0.7720779180526733,1.6055547095602378,0.5579302587176603,0.9921259842519685,7.615356110074019e-05,21.28820276260376,0.0,0.0
135,0.5015743374824524,1.614089714945294,0.5635545556805399,0.9921259842519685,7.581605621561937e-05,21.780267238616943,0.0,0.0
136,1.1336320638656616,1.7266876097336146,0.5388076490438695,0.9898762654668166,7.547694993237168e-05,21.817451000213623,0.0,0.0
137,1.7884304523468018,1.5965728026349097,0.562429696287964,0.9955005624296963,7.51362637015802e-05,21.85469889640808,0.0,0.0
138,0.752186119556427,1.5912110392569698,0.5815523059617548,0.9943757030371203,7.479401907376953e-05,21.654441833496094,0.0,0.0
139,1.2898926734924316,1.5843346386017012,0.5826771653543307,0.9932508436445444,7.445023769804256e-05,22.982888221740723,0.0,0.0
140,0.9981252551078796,1.59956980016016,0.5680539932508436,0.9943757030371203,7.410494132071103e-05,21.50934386253357,0.0,0.0
141,0.6091644167900085,1.6329071794420347,0.562429696287964,0.9943757030371203,7.375815178392e-05,21.781757593154907,0.0,0.0
142,0.7141896486282349,1.6652285368015458,0.5444319460067492,0.9955005624296963,7.340989102426614e-05,21.209657907485962,0.0,0.0
143,0.4051208794116974,1.6185475968689258,0.562429696287964,0.9943757030371203,7.306018107141017e-05,21.750796794891357,0.0,0.0
144,1.0013866424560547,1.7088425073307008,0.5433070866141733,0.9910011248593926,7.27090440466832e-05,23.474223375320435,0.0,0.0
145,1.4413079023361206,1.6288104299123265,0.5601799775028121,0.9932508436445444,7.235650216168762e-05,29.022201776504517,0.0,0.0
146,0.5105412006378174,1.6312808172494573,0.5590551181102362,0.9932508436445444,7.200257771689192e-05,21.706621408462524,0.0,0.0
147,0.01841907389461994,1.7319188834101493,0.5376827896512936,0.9910011248593926,7.164729310022009e-05,21.78708553314209,0.0,0.0
148,1.525765061378479,1.6300748460926116,0.5523059617547806,0.9932508436445444,7.129067078563552e-05,21.506471157073975,0.0,0.0
149,1.4058960676193237,1.7015771273124431,0.5590551181102362,0.9921259842519685,7.093273333171929e-05,21.857934713363647,0.0,0.0
150,1.225268840789795,1.7732072586991958,0.5196850393700787,0.9955005624296963,7.057350338024319e-05,22.137737274169922,0.0,0.0
151,0.5656258463859558,1.6325484855333343,0.562429696287964,0.9943757030371203,7.021300365473756e-05,21.59966731071472,0.0,0.0
152,0.8499005436897278,1.6006141261064581,0.5545556805399325,0.9921259842519685,6.985125695905385e-05,22.272276163101196,0.0,0.0
153,0.3646734058856964,1.6070877987991221,0.5770528683914511,0.9932508436445444,6.948828617592215e-05,22.702844381332397,0.0,0.0
154,0.30523234605789185,1.6514519535370968,0.5646794150731158,0.9910011248593926,6.912411426550365e-05,21.930747985839844,0.0,0.0
155,0.6215968132019043,1.5985137489956938,0.562429696287964,0.9932508436445444,6.875876426393837e-05,21.94524335861206,0.0,0.0
156,0.6115484833717346,1.714118784659409,0.547806524184477,0.9921259842519685,6.839225928188792e-05,22.18062448501587,0.0,0.0
157,0.608435869216919,1.6613435689193596,0.5590551181102362,0.9910011248593926,6.802462250307357e-05,21.820005416870117,0.0,0.0
158,1.1639925241470337,1.6987977319929217,0.5511811023622047,0.9921259842519685,6.765587718280982e-05,22.528136253356934,0.0,0.0
159,0.6003181338310242,1.6568328336080802,0.5556805399325084,0.9910011248593926,6.728604664653332e-05,22.489797592163086,0.0,0.0
160,1.4300507307052612,1.6962976535183512,0.5500562429696289,0.9910011248593926,6.691515428832736e-05,24.31873106956482,0.0,0.0
161,0.7563006281852722,1.6562487050957446,0.562429696287964,0.9921259842519685,6.654322356944208e-05,22.71560525894165,0.0,0.0
162,0.4581054747104645,1.7080862603449662,0.5680539932508436,0.9887514060742407,6.617027801681045e-05,21.686795473098755,0.0,0.0
163,0.4032917320728302,1.6996691657363303,0.562429696287964,0.9910011248593926,6.57963412215599e-05,21.915907621383667,0.0,0.0
164,0.4083395302295685,1.700426216237247,0.5466816647919011,0.9943757030371203,6.542143683752019e-05,22.52482271194458,0.0,0.0
165,0.6655413508415222,1.6844363642823217,0.5646794150731158,0.9943757030371203,6.504558857972707e-05,22.83422589302063,0.0,0.0
166,1.1104336977005005,1.692214109968128,0.5466816647919011,0.9921259842519685,6.466882022292221e-05,23.372174501419067,0.0,0.0
167,0.4725312888622284,1.7765227088904274,0.5410573678290214,0.9921259842519685,6.429115560004923e-05,21.613134384155273,0.0,0.0
168,0.7983826994895935,1.6963966148240226,0.5613048368953881,0.9955005624296963,6.391261860074616e-05,22.282222509384155,0.0,0.0
169,0.28676506876945496,1.759662296323638,0.5466816647919011,0.9932508436445444,6.353323316983429e-05,21.220656394958496,0.0,0.0
170,0.7729624509811401,1.7747912904513734,0.5421822272215973,0.9898762654668166,6.315302330580349e-05,21.820422887802124,0.0,0.0
171,0.2035888433456421,1.6996943919553555,0.5590551181102362,0.9955005624296963,6.277201305929413e-05,22.06656002998352,0.0,0.0
172,0.6744977235794067,1.6321686636240753,0.5691788526434196,0.9932508436445444,6.239022653157578e-05,21.69118046760559,0.0,0.0
173,0.9084774255752563,1.673079674389945,0.5703037120359955,0.9932508436445444,6.200768787302263e-05,22.180683851242065,0.0,0.0
174,0.8308454751968384,1.7034044312645815,0.5658042744656918,0.9932508436445444,6.162442128158582e-05,24.696494340896606,0.0,0.0
175,0.6030041575431824,1.691035631761354,0.5545556805399325,0.9943757030371203,6.124045100126275e-05,21.950916290283203,0.0,0.0
176,1.113999366760254,1.6901366675738245,0.5748031496062992,0.9932508436445444,6.085580132056353e-05,21.868051767349243,0.0,0.0
177,0.31787705421447754,1.662287118279242,0.5826771653543307,0.9955005624296963,6.047049657097462e-05,21.865846157073975,0.0,0.0
178,0.8646256327629089,1.6409400548519832,0.5883014623172104,0.9932508436445444,6.008456112541962e-05,22.05740213394165,0.0,0.0
179,0.6712852716445923,1.6838240612830435,0.5646794150731158,0.9921259842519685,5.969801939671758e-05,22.458216905593872,0.0,0.0
180,0.8082679510116577,1.6893326498767627,0.5815523059617548,0.9932508436445444,5.931089583603875e-05,21.822301626205444,0.0,0.0
181,1.0753782987594604,1.6958691728567439,0.5635545556805399,0.9955005624296963,5.8923214931357845e-05,21.55734872817993,0.0,0.0
182,0.24614498019218445,1.7003927595214918,0.5725534308211474,0.9921259842519685,5.853500120590507e-05,21.74940276145935,0.0,0.0
183,0.5310937166213989,1.7352857144433074,0.5601799775028121,0.9943757030371203,5.8146279216614885e-05,21.614604234695435,0.0,0.0
184,0.7131726741790771,1.7452182492208002,0.5590551181102362,0.9921259842519685,5.775707355257259e-05,21.5727641582489,0.0,0.0
185,1.1194928884506226,1.6771466687621017,0.5793025871766029,0.9910011248593926,5.7367408833458896e-05,21.657317638397217,0.0,0.0
186,0.5689406991004944,1.6625549968864237,0.5646794150731158,0.9921259842519685,5.697730970799262e-05,21.626288652420044,0.0,0.0
187,0.6005610227584839,1.6891810513666965,0.5770528683914511,0.9921259842519685,5.658680085237148e-05,21.22901678085327,0.0,0.0
188,0.018269170075654984,1.7420732499033744,0.578177727784027,0.9910011248593926,5.619590696871121e-05,21.479660272598267,0.0,0.0
189,0.4350689947605133,1.6981901351994435,0.5658042744656918,0.9932508436445444,5.580465278348292e-05,21.990854263305664,0.0,0.0
190,0.3379090130329132,1.6990533836485286,0.5725534308211474,0.9932508436445444,5.541306304594906e-05,21.784162282943726,0.0,0.0
191,0.644938051700592,1.7344970283697225,0.5646794150731158,0.9921259842519685,5.502116252659785e-05,22.26495599746704,0.0,0.0
192,1.1064667701721191,1.723444060921403,0.5691788526434196,0.9921259842519685,5.4628976015576376e-05,21.911784887313843,0.0,0.0
193,0.8055466413497925,1.6967642064306088,0.5759280089988752,0.9955005624296963,5.4236528321122514e-05,24.241973638534546,0.0,0.0
194,0.5020409226417542,1.7468406502490066,0.5601799775028121,0.9955005624296963,5.3843844267995595e-05,21.66510009765625,0.0,0.0
195,0.7957514524459839,1.692522986334682,0.5804274465691789,0.9910011248593926,5.345094869590608e-05,21.865768909454346,0.0,0.0
196,0.3084624111652374,1.7328776711531515,0.5646794150731158,0.9932508436445444,5.305786645794439e-05,21.386287689208984,0.0,0.0
197,0.8936930894851685,1.7420563340835673,0.5669291338582677,0.9943757030371203,5.266462241900865e-05,21.678179264068604,0.0,0.0
198,0.9402779936790466,1.723982716602872,0.5725534308211474,0.9955005624296963,5.227124145423194e-05,21.823113441467285,0.0,0.0
199,1.1861772537231445,1.7151125186023168,0.5658042744656918,0.9932508436445444,5.187774844740877e-05,21.557995557785034,0.0,0.0
200,0.9748279452323914,1.6688579775343118,0.5804274465691789,0.9955005624296963,5.148416828942098e-05,21.57925319671631,0.0,0.0
201,0.3726745843887329,1.730996205754179,0.5646794150731158,0.9966254218222722,5.1090525876663254e-05,22.193742036819458,0.0,0.0
202,1.2549656629562378,1.707315731727119,0.5669291338582677,0.9955005624296963,5.06968461094683e-05,22.171271562576294,0.0,0.0
203,0.5271729826927185,1.7297304751035492,0.5725534308211474,0.9943757030371203,5.03031538905317e-05,21.80228853225708,0.0,0.0
204,0.4022713601589203,1.6797909114393406,0.5759280089988752,0.9921259842519685,4.990947412333675e-05,22.256840229034424,0.0,0.0
205,0.6687374711036682,1.6670500845149425,0.5736782902137233,0.9966254218222722,4.951583171057902e-05,22.004180192947388,0.0,0.0
206,0.699245274066925,1.6405106888934304,0.5883014623172104,0.9932508436445444,4.9122251552591225e-05,22.337575912475586,0.0,0.0
207,0.38476768136024475,1.7193406317050435,0.5680539932508436,0.9943757030371203,4.872875854576805e-05,23.279053211212158,0.0,0.0
208,0.6647307276725769,1.7188560284391445,0.5658042744656918,0.9932508436445444,4.833537758099136e-05,21.742366552352905,0.0,0.0
209,1.2391988039016724,1.692958821825284,0.5703037120359955,0.9932508436445444,4.794213354205562e-05,21.328861951828003,0.0,0.0
210,1.4006261825561523,1.7315583620719346,0.5646794150731158,0.9966254218222722,4.754905130409392e-05,21.573418617248535,0.0,0.0
211,0.37284108996391296,1.740639938723429,0.5736782902137233,0.9943757030371203,4.715615573200442e-05,22.19274091720581,0.0,0.0
212,0.7405497431755066,1.7627449679587568,0.5703037120359955,0.9966254218222722,4.6763471678877494e-05,21.34194564819336,0.0,0.0
213,0.06567488610744476,1.7285516041530562,0.5691788526434196,0.9955005624296963,4.637102398442361e-05,21.71831512451172,0.0,0.0
214,0.9884438514709473,1.7502841225692205,0.5748031496062992,0.9932508436445444,4.5978837473402156e-05,21.700666427612305,0.0,0.0
215,0.967247724533081,1.769805888188005,0.5691788526434196,0.9955005624296963,4.5586936954050946e-05,21.85114073753357,0.0,0.0
216,0.9589229226112366,1.7095620313692572,0.5770528683914511,0.9943757030371203,4.519534721651709e-05,22.023800134658813,0.0,0.0
217,0.4224998354911804,1.7116979027216854,0.5815523059617548,0.9943757030371203,4.480409303128881e-05,21.711005449295044,0.0,0.0
